artifact_id,artifact_type,produced_by_task_id,path,integrity_type,integrity_value,validation_status,validation_evidence,evidence_row_ids,notes
ART-DOC-RUNTIME2-COMPILED-PRIMITIVES-001,DOC,TASK-20.3,specs/runtime2_compiled_control_primitives_v1.md,SHA256,8552A3E4DAA6F7B038366005F12A8EC1AA393BE43BCAA3B1D85E2E43329FB793,DONE,runtime2_compiled_control_primitives_v1_completed_2026-03-07,EP-20,Runtime 2 compiled control primitive output contract for SCR_TBox_Release with explicit dependency/evidence/load-meaning semantics.
ART-DOC-RUNTIME2-ADMISSIBILITY-MATRIX-001,DOC,TASK-20.4,specs/runtime2_support_admissibility_matrix_v1.md,SHA256,AD388586299E5E6A3FFF21576C60FAB034D3E98B6E1910D3778D4917C908C8EC,DONE,runtime2_support_admissibility_matrix_v1_completed_2026-03-07,EP-20,Runtime 2 support-to-compiler admissibility matrix mapping feature families to deterministic checks and non-permissive outcomes.
ART-DOC-RUNTIME2-COMPILER-BASELINE-REVIEW-001,DOC,TASK-20.5,specs/runtime2_compiler_contract_baseline_review_v1.md,SHA256,FD6E088BE34C2833B3C3E76E6E4762F39244E034E020A6CAC73FC56578CE4EA2,DONE,runtime2_compiler_contract_baseline_review_v1_completed_2026-03-07,EP-20,"SO-W4 integration review closure note confirming cross-model consistency, boundary discipline, and SO-W5 handoff readiness."
ART-DOC-P1-021-DECOMP-001,DOC,TASK-21.1,bootstrap/plans/programs/p1/p1_021_so_w5_execution_decomposition_v1.md,SHA256,a2d4e030247ad4eff04d9d4e790743f020e57b22f6eed8f4c83741ecad95feec,DONE,p1_021_decomposition_defined_2026-03-07,EP-21,Execution decomposition plan for SO-W5 with task-level sequencing and gate definition.
ART-DOC-SUPPORT-VALIDATION-UPLIFT-001,DOC,TASK-21.2,specs/support_ontology_validation_uplift_v1.md,SHA256,CC8EAD341E52181CCF11294D6544A83348D2AF47A56058792F7E9943859AFB53,DONE,support_ontology_validation_uplift_v1_completed_2026-03-07,EP-21,Ontology and SHACL uplift target backlog for Runtime-2 fail-closed validation gate coverage.
ART-DOC-RUNTIME2-SEMANTIC-GATE-REQ-001,DOC,TASK-21.3,specs/runtime2_semantic_gate_requirements_v1.md,SHA256,A9C54EBB77210D5CECA1E66A389D4D360B5A6BADD2BD92F4428A3922A2657CBE,DONE,runtime2_semantic_gate_requirements_v1_completed_2026-03-07,EP-21,Deterministic non-SHACL validator requirements for Runtime-2 admissibility gates.
ART-DOC-SUPPORT-REASONCODE-EVIDENCE-001,DOC,TASK-21.4,specs/support_ontology_reasoncode_evidence_contract_v1.md,SHA256,8F776E00B168B2E3633AEED4A0685032457FFC6512C2347194F5049C36A9E94F,DONE,support_ontology_reasoncode_evidence_contract_v1_completed_2026-03-07,EP-21,Reason-code and evidence output contract for Runtime-2 validation outcomes.
ART-DOC-SUPPORT-VALIDATION-GATE-REVIEW-001,DOC,TASK-21.5,specs/support_ontology_validation_gate_review_v1.md,SHA256,5BF5A36A9692CF8065E29F64919A299A2D02568D09C267A399D0E4563A5F9846,DONE,support_ontology_validation_gate_review_v1_completed_2026-03-07,EP-21,SO-W5 integration review closure note confirming validation gate consistency and SO-W6 handoff readiness.
ART-DOC-P1-022-DECOMP-001,DOC,TASK-22.1,bootstrap/plans/programs/p1/p1_022_so_w6_execution_decomposition_v1.md,SHA256,32c6a950cedee05eaea906787e35da68eb8704f399a8005319a01c8673bd32d0,DONE,p1_022_decomposition_defined_2026-03-07,EP-22,Execution decomposition plan for SO-W6 with task-level sequencing and gate definition.
ART-DOC-SUPPORT-TRACEABILITY-MODEL-001,DOC,TASK-22.2,specs/support_ontology_traceability_model_v1.md,SHA256,7EAAA485636836156AE1A6F9A3AC71CAD63BAFA65C1F53F733E3F58138B9E467,DONE,support_ontology_traceability_model_v1_completed_2026-03-07,EP-22,SO-W6 doctrinal and lifecycle traceability model for support-layer machine contract lineage.
ART-DOC-SUPPORT-RELEASE-PROVENANCE-001,DOC,TASK-22.3,specs/support_release_provenance_model_v1.md,SHA256,541B58B8A219B996BEE20F1A5444F0AAC65A2F5330AAEDFED7192B6C530E8098,DONE,support_release_provenance_model_v1_completed_2026-03-07,EP-22,SO-W6 Runtime-1 support release provenance and issuance evidence contract.
ART-DOC-SUPPORT-TBOX-DEPENDENCY-PROVENANCE-001,DOC,TASK-22.4,specs/support_to_tbox_dependency_provenance_v1.md,SHA256,C8730362B5D656AE9FEFD7285662B4119CC351203B04017CFC712E600C2B92D7,DONE,support_to_tbox_dependency_provenance_v1_completed_2026-03-07,EP-22,SO-W6 exact support-to-tbox dependency provenance rules for runtime-boundary lineage checks.
ART-DOC-SUPPORT-PROVENANCE-TRACEABILITY-REVIEW-001,DOC,TASK-22.5,specs/support_ontology_provenance_traceability_review_v1.md,SHA256,ECFC2A19F27CE4205A881A2CA5E7D52D2DF2D233AD86F48C39A522C0ECCA922F,DONE,support_ontology_provenance_traceability_review_v1_completed_2026-03-07,EP-22,SO-W6 integration review closure note and handoff readiness statement for SO-W7.
ART-DOC-P1-023-DECOMP-001,DOC,TASK-23.1,bootstrap/plans/programs/p1/p1_023_so_w7_execution_decomposition_v1.md,SHA256,77c17b50bdb2fb26c3c6ccbb091396d1bb5c31e34f8bce475013bf580b2a6641,DONE,p1_023_decomposition_defined_2026-03-07,EP-23,Execution decomposition plan for SO-W7 with task-level sequencing and gate definition.
ART-DOC-SUPPORT-POSITIVE-FIXTURE-SET-001,DOC,TASK-23.2,specs/support_ontology_positive_fixture_set_v1.md,SHA256,D82479D0DD48C305910EB9A8AAF5EE85E30121E1B5E77552BCA0AA49A67239E0,DONE,support_ontology_positive_fixture_set_v1_completed_2026-03-07,EP-23,SO-W7 positive semantic fixture catalogue for first compile admissibility proof.
ART-DOC-SUPPORT-NEGATIVE-FIXTURE-SET-001,DOC,TASK-23.3,specs/support_ontology_negative_fixture_set_v1.md,SHA256,404DB7A6C5D791D2ABE0E989344E5AE2F407CEF8C9863BDDCD4E833F53C42368,DONE,support_ontology_negative_fixture_set_v1_completed_2026-03-07,EP-23,SO-W7 negative semantic fixture catalogue with deterministic non-permissive outcome expectations.
ART-DOC-SUPPORT-RUNTIME2-READINESS-GATE-001,DOC,TASK-23.4,specs/support_ontology_runtime2_readiness_gate_v1.md,SHA256,9FC9C0331EE8632747215B57B07D71A6BD78A529EFFA3BFD2DD6501E3B4C1BC8,DONE,support_ontology_runtime2_readiness_gate_v1_completed_2026-03-07,EP-23,"SO-W7 minimum Runtime2 readiness gate with positive, negative, and lineage proof conditions."
ART-DOC-SUPPORT-RUNTIME2-READINESS-REVIEW-001,DOC,TASK-23.5,specs/support_ontology_runtime2_readiness_review_v1.md,SHA256,EBE4646CF4A0ED73784952CA712240FEF4CF10577F076DDC5CEF81E954BF9466,DONE,support_ontology_runtime2_readiness_review_v1_completed_2026-03-07,EP-23,SO-W7 integration review closure note confirming Runtime2 readiness proof baseline.
ART-DOC-P1-024-HARDENING-DECOMP-001,DOC,TASK-24.1,bootstrap/plans/programs/p1/p1_024_support_ontology_post_review_hardening_decomposition_v1.md,SHA256,ac5bfab1cc225f8bb121b7bb74104a3b5f986566cf6cdb70185cdb7e76e0b0db,DONE,p1_024_hardening_decomposition_defined_2026-03-08,EP-24,Execution decomposition plan for bounded support-ontology post-review hardening and uplift queuing.
ART-CODE-RUNTIME1-CANDIDATE-ALIGN-001,CODE,TASK-24.2,runtime/runtime1_engine.py,SHA256,f651525579cabc7e3338332e69f58fc4a6672b8ca7a024213db4cef1f11c45ac,DONE,runtime1_candidate_payload_alignment_verified_2026-03-08,EP-24,Runtime 1 candidate evaluation aligned to canonical support payload membership.
ART-TEST-RUNTIME1-CANDIDATE-ALIGN-001,TEST_OUTPUT,TASK-24.2,tests/test_runtime1_engine.py,SHA256,b49107eac2f17b54faf6f18be440b9ef01cf72acc002ee5a5e5a90afbf7d8aad,DONE,runtime1_candidate_payload_alignment_verified_2026-03-08,EP-24,Regression coverage proving Runtime 1 candidate evaluation excludes support.ttl and promotion verification remains clean.
ART-CODE-LOADER-HERMETIC-001,CODE,TASK-24.3,src/loader.py,SHA256,0329621a2b371026b120823abaf1eea0e354f9c6b5223267ce8c3de0febe9f15,DONE,loader_hermetic_replacement_verified_2026-03-08,EP-24,Loader now clears target load directories before unpacking verified members.
ART-TEST-LOADER-HERMETIC-001,TEST_OUTPUT,TASK-24.3,tests/test_loader.py,SHA256,8f8eb860bc0c693b09ec32951b082a580330c444588af9726ab2c099a7bf5655,DONE,loader_hermetic_replacement_verified_2026-03-08,EP-24,Regression coverage proving stale files are removed on verified reload.
ART-DOC-SUPPORT-RELEASE-PAYLOAD-STATUS-001,DOC,TASK-24.4,specs/support_ontology_release_payload_contract_v1.md,SHA256,66ecca4e5420a3f5418947b2fafb0f3531f111a014c1220f19e47f3ea1e51653,DONE,support_ontology_contract_status_normalized_2026-03-08,EP-24,Release payload contract status normalized to APPROVED after executable alignment.
ART-DOC-SUPPORT-NAMESPACE-STATUS-001,DOC,TASK-24.4,specs/support_ontology_namespace_policy_v1.md,SHA256,d1bf94b91ab283eadaa6e91db625ce6c863ce0411abdf622a4da1f31c590b435,DONE,support_ontology_contract_status_normalized_2026-03-08,EP-24,Namespace policy status normalized to APPROVED after executable alignment.
ART-DOC-SUPPORT-POST-REVIEW-HARDENING-001,DOC,TASK-24.5,specs/support_ontology_post_review_hardening_review_v1.md,SHA256,da841a3ff3897ed9bf4c70f514a0a2196ae39cac3942992a4a8a4c58b75db701,DONE,support_ontology_post_review_hardening_completed_2026-03-08,EP-24,Closure review for bounded support-ontology post-review hardening wave and queued uplift follow-on.
ART-DOC-P1-025-DECOMP-001,DOC,TASK-25.1,bootstrap/plans/programs/p1/p1_025_support_ontology_priority1_uplift_decomposition_v1.md,SHA256,d6f2909f6e329da78e8f70a8c91262839bc1b9a0f2639d83ead6d40d92da4216,DONE,p1_025_priority1_decomposition_defined_2026-03-08,EP-25,Execution decomposition plan for the approved Priority-1 support-ontology uplift wave.
ART-ONTO-KERNEL-PRIORITY1-UPLIFT-001,CODE,TASK-25.2,ontology/kernel.ttl,SHA256,90516e15cb9e7b7c5e63510b450ad8886980f091b4654e5b2c74083cee479ff6,DONE,support_ontology_priority1_ontology_uplift_verified_2026-03-08,EP-25,Kernel ontology uplift implementing Priority-1 Runtime 2 compile-plane semantic anchors.
ART-SHACL-KERNEL-PRIORITY1-UPLIFT-001,CODE,TASK-25.3,ontology/kernel.shacl.ttl,SHA256,4fde5355b75f38500b47fbb615887580da5c316b6ef8484dcc7abb5c89142287,DONE,support_ontology_priority1_shacl_uplift_verified_2026-03-08,EP-25,Kernel SHACL uplift implementing Priority-1 Runtime 2 structural admissibility gates.
ART-FIXTURE-RUNTIME2-POSITIVE-001,TEST_OUTPUT,TASK-25.4,ontology/examples/example-runtime2-input.ttl,SHA256,6dcace51f0038f3a12d1398a46612e7c290a7e6301cfc86dc3feac0a77a97e86,DONE,support_ontology_priority1_fixture_proof_verified_2026-03-08,EP-25,Positive Runtime 2 fixture proving first-compile envelope conformance to the uplifted SHACL layer.
ART-FIXTURE-RUNTIME2-NEG-TARGETSET-001,TEST_OUTPUT,TASK-25.4,ontology/negative_examples/targetset_missing_selection_basis.ttl,SHA256,1f399ca7c476f6e55498a51f7903038eb341e2eb54f558d4854d17efd11371e6,DONE,support_ontology_priority1_fixture_proof_verified_2026-03-08,EP-25,Negative Runtime 2 fixture proving target-set selection basis is required.
ART-FIXTURE-RUNTIME2-NEG-BINDING-001,TEST_OUTPUT,TASK-25.4,ontology/negative_examples/actioneffectbinding_missing_effect_ref.ttl,SHA256,48470e73525564f30417ab199ab6da98aa507a5bc3e39b1263e153d91042a82b,DONE,support_ontology_priority1_fixture_proof_verified_2026-03-08,EP-25,Negative Runtime 2 fixture proving action/effect bindings require explicit effect references.
ART-FIXTURE-RUNTIME2-NEG-ELIGIBILITY-001,TEST_OUTPUT,TASK-25.4,ontology/negative_examples/eligibilitysemantic_missing_status.ttl,SHA256,d3cbfcc6932adde04ab8d3e154e5ed1f03bc2a3d8613caba2f407197811af30a,DONE,support_ontology_priority1_fixture_proof_verified_2026-03-08,EP-25,Negative Runtime 2 fixture proving eligibility semantics require explicit status values.
ART-FIXTURE-RUNTIME2-NEG-AIOPERABLE-001,TEST_OUTPUT,TASK-25.4,ontology/negative_examples/tenantworkflow_missing_aioperable.ttl,SHA256,d4ffc2f68467185d9c0c4ec006013a875bd3cf1ef34a0d35839ee0ecaadb4c4d,DONE,support_ontology_priority1_fixture_proof_verified_2026-03-08,EP-25,Negative Runtime 2 fixture proving tenant workflow inputs require explicit aiOperable declaration.
ART-TEST-RUNTIME2-NEGATIVE-SHACL-001,TEST_OUTPUT,TASK-25.4,tests/test_negative_shacl.py,SHA256,ac951be5dec01ce58b19f20a5da63bac7cae54744433266cdc281ebcac2ec8a5,DONE,support_ontology_priority1_fixture_proof_verified_2026-03-08,EP-25,Negative SHACL regression coverage for Priority-1 compile-plane fixture failures.
ART-DOC-SUPPORT-PRIORITY1-UPLIFT-REVIEW-001,DOC,TASK-25.5,specs/support_ontology_priority1_uplift_review_v1.md,SHA256,08ae8a3e2d03d185f4290df9d8315739eca23f903748a3d15b712ca4d9b61652,DONE,support_ontology_priority1_uplift_review_completed_2026-03-08,EP-25,Closure review for the approved Priority-1 support-ontology uplift wave.
ART-DOC-P1-026-DECOMP-001,DOC,TASK-26.1,bootstrap/plans/programs/p1/p1_026_support_ontology_priority2_uplift_decomposition_v1.md,SHA256,aaf104ff274c501cc5fdfd51bfb9fc0bd653d792b79f43ead990634afbc81ff8,DONE,p1_026_priority2_decomposition_defined_2026-03-08,EP-26,Execution decomposition plan for the approved Priority-2 support-ontology uplift wave.
ART-ONTO-KERNEL-PRIORITY2-UPLIFT-001,CODE,TASK-26.2,ontology/kernel.ttl,SHA256,90516e15cb9e7b7c5e63510b450ad8886980f091b4654e5b2c74083cee479ff6,DONE,support_ontology_priority2_ontology_uplift_verified_2026-03-08,EP-26,"Kernel ontology uplift implementing Priority-2 Runtime 2 output, provenance, and reason-code category vocabulary."
ART-SHACL-KERNEL-PRIORITY2-UPLIFT-001,CODE,TASK-26.3,ontology/kernel.shacl.ttl,SHA256,4fde5355b75f38500b47fbb615887580da5c316b6ef8484dcc7abb5c89142287,DONE,support_ontology_priority2_shacl_uplift_verified_2026-03-08,EP-26,Kernel SHACL uplift implementing compiled-output completeness and MVP no-constraint boundaries.
ART-FIXTURE-RUNTIME2-COMPILED-POSITIVE-001,TEST_OUTPUT,TASK-26.4,ontology/examples/example-runtime2-compiled-output.ttl,SHA256,9b967f01c519935ca5e185e2361832633e24fc416264a9ab9cba8017627f30e3,DONE,support_ontology_priority2_fixture_proof_verified_2026-03-08,EP-26,Positive Runtime 2 compiled-output fixture proving Priority-2 conformance.
ART-FIXTURE-RUNTIME2-COMPILED-NEG-SUPPORTREF-001,TEST_OUTPUT,TASK-26.4,ontology/negative_examples/compiledprimitive_missing_support_release_ref.ttl,SHA256,531866aef746b186281506c5c0d27e7193fbf2aa305e24d08c9881210e94aa4c,DONE,support_ontology_priority2_fixture_proof_verified_2026-03-08,EP-26,Negative fixture proving compiled primitives require explicit support release lineage.
ART-FIXTURE-RUNTIME2-COMPILED-NEG-POLICY-001,TEST_OUTPUT,TASK-26.4,ontology/negative_examples/compilepolicy_missing_reason_category.ttl,SHA256,7c5b927416ea5e00f0350251cdc4420fafd9cb30bba8271269f1e11219f3e618,DONE,support_ontology_priority2_fixture_proof_verified_2026-03-08,EP-26,Negative fixture proving compile reason-code policies require explicit reason-code category anchors.
ART-FIXTURE-RUNTIME2-COMPILED-NEG-INPUT-CONSTRAINT-001,TEST_OUTPUT,TASK-26.4,ontology/negative_examples/tenantworkflow_with_constraints.ttl,SHA256,d58f757581a3a9efc4fa02cc088190c7f01c6b5696f96af4b8e71276d1fab599,DONE,support_ontology_priority2_fixture_proof_verified_2026-03-08,EP-26,Negative fixture proving explicit MVP constraints remain forbidden on tenant workflow input.
ART-FIXTURE-RUNTIME2-COMPILED-NEG-OUTPUT-CONSTRAINT-001,TEST_OUTPUT,TASK-26.4,ontology/negative_examples/compiledprimitive_with_constraints.ttl,SHA256,48db24d89db15e35cb0e931f771e405bf992cd04eefc1221c31c03b3b7236e7b,DONE,support_ontology_priority2_fixture_proof_verified_2026-03-08,EP-26,Negative fixture proving explicit MVP constraints remain forbidden on compiled output primitives.
ART-TEST-RUNTIME2-OUTPUT-SHACL-001,TEST_OUTPUT,TASK-26.4,tests/test_runtime2_output_shacl.py,SHA256,636d055555b67445ee2000c61f5aece0f42c0ba5f53863905bbf782192773590,DONE,support_ontology_priority2_fixture_proof_verified_2026-03-08,EP-26,Priority-2 SHACL regression coverage for compiled-output and MVP no-constraint boundaries.
ART-DOC-SUPPORT-PRIORITY2-UPLIFT-REVIEW-001,DOC,TASK-26.5,specs/support_ontology_priority2_uplift_review_v1.md,SHA256,c06255414573c1839e862d555f9e3903670eca1da76d8c438081b45be7617c3b,DONE,support_ontology_priority2_uplift_review_completed_2026-03-08,EP-26,Closure review for the approved Priority-2 support-ontology uplift wave.
ART-DOC-P2-CONTRACT-TRANSLATION-REVIEW-001,DOC,TASK-27.2,specs/p2_contract_translation_review_v1.md,SHA256,184d247912ad516925eaab1c8d0596feb8ceabff0a526fe9b44a14f8f237f24c,DONE,p2_contract_translation_review_v1_completed_2026-03-08,EP-27,Baseline review for P2 successor contract translation; classifies retained contract surfaces and explicit successor gaps.
ART-DOC-P2-FULL-SOLUTION-PROGRAM-001,DOC,TASK-27.1,bootstrap/plans/programs/post_p1_026_full_solution_program_plan_v1.md,SHA256,3778a82cc11f74ca4494fcdc61e118cce0e1b0ad4e3bf58799caf76f4d5fb937,DONE,successor_execution_program_controls_completed_2026-03-08,EP-27,"Active successor program control defining the P2 hierarchy, current activation state, and M1 delta-resolution stance."
ART-DOC-P2-CONTRACT-DELTA-REGISTER-001,DOC,TASK-27.3,specs/p2_contract_delta_register_v1.md,SHA256,e4284ae0fc805acedff0cdd5bbe402ca5ad41afb53ff1d775ef3e22858c9012b,DONE,p2_contract_delta_register_v1_completed_2026-03-08,EP-27,Approved delta register recording the narrow P2 successor contract deltas and downstream ownership.
ART-DOC-P2-TENANT-SCOPE-RULES-001,DOC,TASK-27.4,specs/product_tenant_scope_rules_v1.md,SHA256,f82f34b5d6cd2c24f676c99bbcf6699e055310272d93190cab3a8121075a8607,DONE,product_tenant_scope_rules_v1_completed_2026-03-08,EP-27,"Narrow successor rule surface governing tenant-scope introduction, handoff, and enforcement across the three-runtime chain."
ART-DOC-P2-CONTRACT-TRANSLATION-CLOSURE-001,DOC,TASK-27.5,specs/p2_contract_translation_closure_v1.md,SHA256,4a5e487efe50c628c97e0beeac0ce7b7ed744eea9231456afb49d2222b1a69d1,DONE,p2_contract_translation_closure_v1_completed_2026-03-08,EP-27,"Closure note for M1 contract translation confirming retained baseline, approved delta set, tenant-scope rule closure, and EP-27 readiness."
ART-DOC-RUNTIME1-SUCCESSOR-DELTA-001,DOC,TASK-28.1,specs/runtime1_support_release_engine_v2.md,SHA256,c3f0d565d2f291bc559af7a55818ba29622ecba227b485649b6d0f89c5248e3b,DONE,runtime1_support_release_engine_v2_completed_2026-03-08,EP-28,Successor delta contract translating the retained Runtime 1 baseline into release-stable P2 closure criteria.
ART-DOC-P2-RUNTIME2-DECOMP-001,DOC,TASK-29.1,bootstrap/plans/programs/p2_003_runtime2_compiler_decomposition_v1.md,SHA256,2e540ef574fdff7dac2f82fc87934c680194642edabf99ace9db2dbc7651bf1e,DONE,p2_003_runtime2_compiler_decomposition_v1_completed_2026-03-08,EP-29,Runtime 2 compiler decomposition control opening the immediate follow-on task set without implying EP-29 closure.
ART-DOC-RUNTIME1-SUCCESSOR-STABILITY-001,DOC,TASK-28.2,specs/runtime1_successor_release_stability_review_v1.md,SHA256,593c39d67bd2e7dae6107db95f30adf585abb31c455486cbac29134413bb3a88,DONE,runtime1_successor_release_stability_review_v1_completed_2026-03-08,EP-28,Successor review proving the current hardened Runtime 1 already satisfies release-stable closure criteria for P2.
ART-DOC-RUNTIME1-PRODUCTIZATION-CLOSURE-001,DOC,TASK-28.3,specs/runtime1_productization_closure_note_v1.md,SHA256,10424dca93bc08e80b246201abc70ed00a9c163b98e0188c56eed0c79d0b3625,DONE,runtime1_productization_closure_note_v1_completed_2026-03-08,EP-28,Closure note for the Runtime 1 successor productization lane; marks EP-28 ready for verification.
ART-DOC-RUNTIME2-MODULE-BOUNDARY-001,DOC,TASK-29.2,specs/runtime2_compiler_module_boundary_v1.md,SHA256,2f816a4580496a48848abd0db81a4a79f30752933913d8213c7b9efae30d5b08,DONE,runtime2_compiler_module_boundary_v1_completed_2026-03-08,EP-29,Implementation-facing Runtime 2 compiler module boundary and repo placement contract.
ART-DOC-RUNTIME2-INGEST-CONTRACT-001,DOC,TASK-29.3,specs/runtime2_ingest_admissibility_contract_v1.md,SHA256,266a2fcc170b137414b8b4765fac05e5357ade33ca113a0f5338119b062de47b,DONE,runtime2_ingest_admissibility_contract_v1_completed_2026-03-08,EP-29,Implementation-facing Runtime 2 front-door ingest and fail-closed admissibility contract.
ART-DOC-RUNTIME2-EMISSION-CONTRACT-001,DOC,TASK-29.4,specs/runtime2_compiled_primitive_emission_contract_v1.md,SHA256,c8888255296b72dea22ca2b937724d202bc0fc1cce5f258a9b41e5ebb28d1099,DONE,runtime2_compiled_primitive_emission_contract_v1_completed_2026-03-08,EP-29,"Implementation-facing Runtime 2 back-door primitive emission, lineage, evidence, and release assembly contract."
ART-DOC-RUNTIME2-DECOMP-CLOSURE-001,DOC,TASK-29.5,specs/runtime2_compiler_decomposition_closure_v1.md,SHA256,d193eacd3f9218efe403fe3322b84a6a8ceb0231ebd71007848f64b61cea8523,DONE,runtime2_compiler_decomposition_closure_v1_completed_2026-03-08,EP-29,Closure note for the Runtime 2 decomposition tranche; keeps EP-29 explicitly open pending executable compiler outputs.
ART-CODE-RUNTIME2-ENGINE-001,CODE,TASK-29.6,runtime/runtime2_engine.py,SHA256,dcf5d3c9c06ef47fd9edc9d1e0588547ff377653e8816ccb0759fcc03581d8cf,DONE,runtime2_engine_compile_smoke_verified_2026-03-08,EP-29,"Runtime 2 compiler executable skeleton implementing fail-closed ingest, dependency binding, normalization, primitive emission, evidence emission, and release assembly orchestration."
ART-TEST-RUNTIME2-ENGINE-001,TEST_OUTPUT,TASK-29.7,tests/test_runtime2_engine.py,SHA256,54acd6f05b71bdc23bdbbdc2f2d5ab6df75e75123aaa18b019ca551c5daa66a0,DONE,runtime2_ingest_fail_closed_tests_verified_2026-03-08,EP-29,"Runtime 2 ingest/admissibility regression tests covering compile smoke path, non-admissible rejection, and SCR_TBox manifest emission assertions."
ART-CODE-RUNTIME2-PACKAGER-001,CODE,TASK-29.8,tools/runtime2_packager.py,SHA256,0f09a08a4d88ae59153c03ca66a434a370aa24c74eb42f443a44b6fb0516c9a5,DONE,runtime2_scr_tbox_packaging_verified_2026-03-08,EP-29,Runtime 2 deterministic SCR_TBox packager enforcing tenant scope and exact SupportOntologyRelease dependency lineage.
